Incident ID,Incident Number,Incident Category
1,186281465,Larceny Theft
1,180913105,Warrant
1,180924588,Assault
1,180962271,Recovered Vehicle
1,180939753,Larceny Theft
1,180965764,Larceny Theft
2,180917408,Malicious Mischief
1,180914852,Fraud
1,186295438,Lost Property
1,196002499,Larceny Theft
1,190018290,Motor Vehicle Theft
1,180960297,Other
1,180909320,Other Miscellaneous
2,186282043,Larceny Theft
1,180984297,Missing Person
1,180937638,Larceny Theft
1,186298432,Larceny Theft
1,186300275,Larceny Theft
1,180920699,Malicious Mischief
1,180968677,Fraud
2,180927736,Robbery
1,190104930,Burglary
1,180837254,Recovered Vehicle
1,180971880,Offences Against The Family And Children
1,180973450,Lost Property
1,186301502,Larceny Theft
1,180925310,Other Miscellaneous
1,180928223,Non-Criminal
1,186287322,Larceny Theft
1,186296044,Lost Property
1,180903902,Other Offenses
1,189005802,Traffic Violation Arrest
1,196007900,Lost Property
1,180931602,Other Miscellaneous
1,180906809,Disorderly Conduct
1,180912367,Malicious Mischief
1,190000065,Lost Property
1,180964421,Malicious Mischief
1,180969120,Malicious Mischief
1,180929124,Other Miscellaneous
1,180926170,Motor Vehicle Theft
1,196011224,Larceny Theft
1,186291157,Larceny Theft
1,180969926,Other Miscellaneous
1,180932406,Other Offenses
1,186298868,Larceny Theft
1,186296179,Malicious Mischief
1,180975785,Motor Vehicle Theft
1,180974527,Malicious Mischief
1,180858846,Recovered Vehicle
1,180984758,Drug Offense
1,180927372,Malicious Mischief
1,180951218,Non-Criminal
1,180954143,Larceny Theft
1,180960560,Assault
1,180948005,Motor Vehicle Theft
1,180924516,Non-Criminal
1,180949586,Warrant
1,180975199,Larceny Theft
1,180922338,Larceny Theft
1,180942803,Larceny Theft
1,180918387,Robbery
1,180964998,Disorderly Conduct
1,180935585,Larceny Theft
1,180915311,Non-Criminal
1,180952614,Other Miscellaneous
1,180964415,Larceny Theft
1,186297923,Larceny Theft
1,186283358,Malicious Mischief
1,186288176,Larceny Theft
1,180950088,Family Offense
1,180951860,Fraud
1,180918155,Non-Criminal
1,186293868,Larceny Theft
1,180908134,Vehicle Impounded
1,180969443,Other Miscellaneous
1,180951688,Larceny Theft
1,180924419,Other Miscellaneous
1,180923370,Burglary
1,186287338,Larceny Theft
1,186292945,Larceny Theft
1,180977543,Larceny Theft
1,180930438,Larceny Theft
1,180958048,Motor Vehicle Theft
1,180958593,Larceny Theft
1,180919943,Suspicious Occ
1,180956456,Warrant
2,180906376,Disorderly Conduct
1,180965479,Malicious Mischief
1,186281976,Larceny Theft
1,180982304,Other Miscellaneous
1,180936157,Other Miscellaneous
1,180956199,Offences Against The Family And Children
1,186293517,Larceny Theft
1,190006596,Missing Person
2,186279078,Larceny Theft
1,180974618,Larceny Theft
1,180910032,Other Offenses
1,196000603,Larceny Theft
1,180934355,Larceny Theft
1,180954933,Larceny Theft
1,186290325,Larceny Theft
1,180913440,Larceny Theft
1,180945493,Traffic Violation Arrest
1,186288819,Larceny Theft
1,180960617,Larceny Theft
1,180978228,Larceny Theft
1,180984190,Larceny Theft
2,180931674,Malicious Mischief
1,196010044,Larceny Theft
1,180941009,Non-Criminal
1,186281675,Larceny Theft
1,180941225,Recovered Vehicle
1,180917470,Malicious Mischief
2,186292882,Larceny Theft
1,180967328,Larceny Theft
1,180984112,Larceny Theft
1,180929845,Traffic Collision
1,186284033,Larceny Theft
1,180973353,Missing Person
1,180921142,Larceny Theft
1,180957385,Motor Vehicle Theft
1,180964095,Malicious Mischief
1,180982934,Burglary
1,180963542,Larceny Theft
1,196000067,Malicious Mischief
1,180953816,Larceny Theft
1,180917947,Larceny Theft
1,180943174,Larceny Theft
1,180926255,Burglary
1,186294026,Larceny Theft
1,180949398,Larceny Theft
1,180978795,Disorderly Conduct
1,180908786,Suspicious Occ
1,180969584,Motor Vehicle Theft
1,180914216,Miscellaneous Investigation
1,180944439,Motor Vehicle Theft
1,180909819,Malicious Mischief
1,180949893,Recovered Vehicle
1,180909778,Malicious Mischief
1,180925326,Miscellaneous Investigation
2,180954416,Drug Offense
1,180922463,Motor Vehicle Theft
1,180980182,Motor Vehicle Theft
1,180983603,Burglary
1,180923314,Burglary
1,180924873,Offences Against The Family And Children
1,180982451,Larceny Theft
1,186300532,Larceny Theft
1,180954369,Recovered Vehicle
1,186298078,Larceny Theft
1,180983346,Motor Vehicle Theft
1,180961994,Non-Criminal
2,180921346,Fraud
1,180911563,Other Miscellaneous
1,180946322,Robbery
1,186300037,Larceny Theft
1,180928029,Fire Report
1,180910236,Assault
1,180907556,Larceny Theft
1,180945227,Warrant
1,180978109,Non-Criminal
1,180981500,Burglary
1,180932917,Offences Against The Family And Children
1,190001916,Burglary
1,180927952,Assault
1,180945584,Burglary
1,180911983,Offences Against The Family And Children
1,186281039,Larceny Theft
1,180974577,Assault
1,180985392,Warrant
1,180963354,Recovered Vehicle
1,180966358,Larceny Theft
1,180950408,Offences Against The Family And Children
1,186289760,Larceny Theft
1,186289497,Lost Property
1,180951412,Motor Vehicle Theft
1,186289516,Larceny Theft
1,180947900,Assault
2,180963702,Weapons Offense
1,180929516,Warrant
1,186302663,Larceny Theft
1,180949508,Larceny Theft
1,180961342,Non-Criminal
1,180961897,Robbery
1,180977305,Larceny Theft
1,196000744,Larceny Theft
1,180964368,Miscellaneous Investigation
1,180940534,Larceny Theft
1,180948453,Motor Vehicle Theft
1,180976595,Non-Criminal
1,186284782,Larceny Theft
1,186294775,Larceny Theft
1,190007124,Motor Vehicle Theft
1,186300504,Larceny Theft
1,180956713,Other Miscellaneous
1,180973933,Burglary
1,196007245,Larceny Theft
1,180955931,Robbery
1,180927485,Malicious Mischief
1,180941708,Larceny Theft
1,180940493,Non-Criminal
1,180910236,Malicious Mischief
1,180919937,Offences Against The Family And Children
1,186286540,Larceny Theft
1,186285611,Malicious Mischief
1,190038840,Larceny Theft
1,180969926,Non-Criminal
1,180916557,Malicious Mischief
1,186291044,Larceny Theft
1,180952482,Larceny Theft
1,180982774,Larceny Theft
1,180907001,Other Miscellaneous
1,180908714,Other Miscellaneous
1,186299606,Lost Property
1,180950050,Warrant
2,180978074,Larceny Theft
1,180947900,Malicious Mischief
1,180928643,Non-Criminal
1,180939628,Larceny Theft
1,180982871,Larceny Theft
1,186282736,Larceny Theft
1,180966160,Prostitution
1,180948663,Larceny Theft
1,186298288,Larceny Theft
1,180927554,Recovered Vehicle
1,196002029,Larceny Theft
1,196003992,Larceny Theft
1,180966132,Offences Against The Family And Children
2,180954557,Larceny Theft
1,180912630,Other Miscellaneous
1,180924055,Missing Person
1,180960576,Larceny Theft
1,180965918,Suspicious Occ
1,180961988,Burglary
1,180980217,Other Miscellaneous
2,180924607,Fraud
1,180954632,Warrant
2,180958480,Warrant
1,180981607,Non-Criminal
1,180941861,Other Miscellaneous
1,180950602,Other
1,180758939,Recovered Vehicle
1,180913274,Larceny Theft
1,180969625,Malicious Mischief
1,180980665,Larceny Theft
1,180972800,Prostitution
1,190006568,Fraud
1,180983891,Larceny Theft
1,180912878,Recovered Vehicle
1,196001526,Larceny Theft
1,180925047,Recovered Vehicle
1,180973654,Burglary
1,180974793,Other
1,180939082,Other Miscellaneous
1,180929851,Burglary
1,180934054,Recovered Vehicle
1,180927037,Other Miscellaneous
1,180944348,Larceny Theft
1,180934929,Warrant
1,180923580,Burglary
1,186298749,Larceny Theft
1,180972076,Other Miscellaneous
1,180913387,Malicious Mischief
1,180963627,Miscellaneous Investigation
2,180967572,Warrant
1,180969772,Non-Criminal
1,180971288,Drug Offense
1,180953690,Warrant
1,180961900,Fraud
1,186289447,Lost Property
1,180974129,Warrant
1,180929362,Larceny Theft
2,180915189,Other Miscellaneous
1,186284340,Larceny Theft
2,170667334,Other Miscellaneous
1,180914391,Disorderly Conduct
1,186302215,Lost Property
1,196010464,Larceny Theft
1,180946366,Larceny Theft
1,186289287,Larceny Theft
1,186297622,Larceny Theft
1,180936470,Non-Criminal
2,180929390,Other Miscellaneous
2,180952777,Missing Person
1,186283091,Larceny Theft
1,180948920,Missing Person
1,180954563,Motor Vehicle Theft
1,180928916,Disorderly Conduct
1,180950022,Prostitution
1,180926625,Other Miscellaneous
1,180907625,Other Miscellaneous
1,180955925,Larceny Theft
1,186281697,Larceny Theft
1,180983534,Non-Criminal
2,180927338,Larceny Theft
1,180950624,Larceny Theft
1,180959325,Drug Offense
1,186285207,Larceny Theft
1,180979458,Burglary
1,190001013,Motor Vehicle Theft
1,180923994,Lost Property
1,180906332,Malicious Mischief
2,180956111,Assault
1,180942273,Larceny Theft
1,186298539,Larceny Theft
1,180923132,Civil Sidewalks
1,180965300,Weapons Offense
1,186279341,Larceny Theft
1,180960736,Larceny Theft
3,180977559,Assault
1,186288201,Lost Property
1,160490496,Warrant
2,180924566,Assault
1,180976987,Malicious Mischief
1,180942405,Disorderly Conduct
1,186300899,Larceny Theft
1,180972816,Assault
1,180917721,Other Miscellaneous
1,180952658,Prostitution
1,180916682,Burglary
1,180917709,Larceny Theft
1,180958264,Other Miscellaneous
1,180950630,Recovered Vehicle
1,180966289,Malicious Mischief
1,180901865,Warrant
1,180972521,Larceny Theft
1,180971727,Forgery And Counterfeiting
1,180913939,Larceny Theft
2,180917276,Other Miscellaneous
1,180968699,Malicious Mischief
1,180924920,Recovered Vehicle
1,180975995,Recovered Vehicle
1,180948889,Larceny Theft
1,186287598,Malicious Mischief
1,180963069,Drug Offense
1,180940948,Non-Criminal
1,180946344,Vandalism
1,180918161,Larceny Theft
1,180938062,Warrant
1,186300043,Larceny Theft
1,180920417,Suspicious Occ
1,190006881,Other Miscellaneous
1,180978961,Larceny Theft
1,186293341,Larceny Theft
1,180909615,Burglary
1,180980370,Larceny Theft
1,180913309,Larceny Theft
1,180920150,Larceny Theft
1,180942950,Non-Criminal
1,180945421,Non-Criminal
1,199000717,Fraud
2,180966790,Larceny Theft
1,186293971,Larceny Theft
1,180969158,Larceny Theft
1,180941463,Non-Criminal
1,180971802,Malicious Mischief
1,183436000,Larceny Theft
1,180946918,Larceny Theft
1,180981635,Motor Vehicle Theft
1,196001980,Larceny Theft
1,196002320,Larceny Theft
1,186300190,Larceny Theft
1,186296884,Larceny Theft
2,180929083,Missing Person
1,180957335,Other Miscellaneous
1,190096860,Larceny Theft
1,186297951,Larceny Theft
1,180929497,Larceny Theft
2,180951105,Forgery And Counterfeiting
1,180923671,Lost Property
1,180955624,Larceny Theft
2,180966110,Larceny Theft
1,180910690,Larceny Theft
1,180923198,Miscellaneous Investigation
1,186279896,Lost Property
1,180950828,Larceny Theft
1,180945493,Warrant
1,180980778,Assault
2,180907277,Other Miscellaneous
1,186289798,Larceny Theft
1,180934769,Sex Offense
1,180964299,Other Miscellaneous
1,180910929,Traffic Violation Arrest
1,180960560,Other Miscellaneous
1,180974743,Larceny Theft
1,180909847,Motor Vehicle Theft
1,180935438,Recovered Vehicle
1,180922087,Burglary
1,190013660,Missing Person
1,180923916,Motor Vehicle Theft
1,180926465,Other Miscellaneous
1,180923176,Other
1,180925279,Larceny Theft
1,180953430,Burglary
1,186300560,Larceny Theft
1,180976294,Weapons Offense
1,186298363,Larceny Theft
1,180943033,Malicious Mischief
1,180969421,Vandalism
1,180919909,Motor Vehicle Theft
1,180960532,Vehicle Impounded
1,180933595,Fraud
1,180916789,Lost Property
2,180984758,Fraud
1,186280768,Larceny Theft
1,180936395,Warrant
1,180910866,Other Miscellaneous
1,180984372,Larceny Theft
1,180982075,Larceny Theft
2,180921584,Offences Against The Family And Children
1,180984162,Burglary
1,186278898,Larceny Theft
1,180925097,Burglary
1,180913387,Other Miscellaneous
1,180924083,Larceny Theft
1,186299418,Larceny Theft
1,180907932,Other Miscellaneous
1,180953145,Assault
1,180925495,Larceny Theft
1,186284867,Larceny Theft
1,196000653,Larceny Theft
1,180909314,Other Miscellaneous
1,180959933,Other Miscellaneous
1,180934565,Other Miscellaneous
1,186285031,Larceny Theft
1,186280423,Larceny Theft
1,186277442,Larceny Theft
1,180979345,Malicious Mischief
1,186280194,Larceny Theft
1,180948481,Non-Criminal
1,180922560,Larceny Theft
1,180947358,Suspicious Occ
1,180948845,Stolen Property
1,186290739,Larceny Theft
1,180946861,Larceny Theft
1,180951779,Traffic Violation Arrest
1,186292616,Larceny Theft
1,180935375,Other Miscellaneous
1,180982495,Offences Against The Family And Children
1,180936505,Other Miscellaneous
1,180972753,Motor Vehicle Theft
1,186282792,Larceny Theft
1,180945261,Burglary
1,186285752,Larceny Theft
1,180945960,Courtesy Report
1,186284312,Larceny Theft
1,180955351,Larceny Theft
1,196021013,Larceny Theft
1,180962704,Non-Criminal
1,180948124,Motor Vehicle Theft
1,180978820,Disorderly Conduct
2,186296464,Larceny Theft
1,180972474,Other Miscellaneous
1,180911096,Disorderly Conduct
1,180956757,Assault
1,170784687,Warrant
1,180931298,Offences Against The Family And Children
1,180954585,Fraud
1,180973369,Recovered Vehicle
1,170065669,Warrant
1,186299872,Larceny Theft
1,186281700,Larceny Theft
1,180948243,Non-Criminal
1,180935698,Suspicious Occ
1,186288502,Non-Criminal
1,180945227,Traffic Violation Arrest
1,180979630,Larceny Theft
1,186291834,Lost Property
2,180947320,Assault
1,186287651,Larceny Theft
1,180934098,Malicious Mischief
1,180964954,Traffic Violation Arrest
2,180922457,Recovered Vehicle
1,186284986,Larceny Theft
1,180955260,Other Miscellaneous
2,180902051,Warrant
1,180937434,Malicious Mischief
1,180948390,Larceny Theft
1,180969625,Other Miscellaneous
1,180951462,Non-Criminal
1,190033492,Larceny Theft
1,186282601,Lost Property
1,180980029,Larceny Theft
1,180983669,Weapons Offense
1,186285633,Lost Property
1,180959654,Burglary
1,180915775,Non-Criminal
1,180957426,Burglary
1,180891567,Missing Person
1,180910957,Burglary
1,186288518,Lost Property
1,180957078,Other Miscellaneous
1,186288007,Larceny Theft
1,186301449,Malicious Mischief
1,180909916,Larceny Theft
1,186300087,Larceny Theft
1,180968633,Non-Criminal
1,180960899,Other Miscellaneous
1,180920207,Other Miscellaneous
1,180928530,Arson
1,180940948,Assault
1,186289209,Larceny Theft
1,180984087,Larceny Theft
1,180927485,Other Miscellaneous
1,186289641,Larceny Theft
2,180983136,Assault
1,180984366,Robbery
1,180926136,Burglary
1,180972139,Robbery
1,180908338,Non-Criminal
1,180919517,Other Miscellaneous
1,186295472,Larceny Theft
1,186281932,Larceny Theft
1,180935319,Non-Criminal
1,180920984,Motor Vehicle Theft
3,180917561,Drug Offense
1,180969120,Non-Criminal
1,186298937,Larceny Theft
1,180906520,Other Miscellaneous
1,186300902,Larceny Theft
1,186292020,Larceny Theft
1,180981481,Burglary
1,196001491,Larceny Theft
2,180932105,Other Miscellaneous
1,186289867,Larceny Theft
1,180981798,Lost Property
1,180946554,Robbery
1,186293244,Malicious Mischief
1,180909342,Warrant
1,180908827,Other Miscellaneous
1,180916143,Other Miscellaneous
1,180942762,Larceny Theft
1,186300996,Lost Property
1,186287526,Larceny Theft
1,186298216,Larceny Theft
1,180954632,Traffic Violation Arrest
1,180972719,Other Miscellaneous
1,180957498,Other Miscellaneous
3,180958678,Weapons Carrying Etc
1,180945073,Larceny Theft
1,180750101,Warrant
1,180974953,Warrant
1,186301201,Larceny Theft
1,186293357,Lost Property
1,180970456,Burglary
2,180915571,Recovered Vehicle
1,180922225,Malicious Mischief
1,190061421,Fraud
2,180938476,Missing Person
1,180966712,Civil Sidewalks
1,180926023,Non-Criminal
1,186283916,Larceny Theft
1,186299305,Larceny Theft
1,190001938,Motor Vehicle Theft
1,180904176,Recovered Vehicle
1,186297387,Larceny Theft
1,180967259,Motor Vehicle Theft
1,180918826,Warrant
1,186283251,Larceny Theft
1,180968473,Larceny Theft
1,186296351,Larceny Theft
1,180913945,Assault
1,180950812,Larceny Theft
1,180974226,Larceny Theft
1,180932650,Fraud
1,186290654,Larceny Theft
2,180983788,Warrant
1,180951020,Warrant
1,180956763,Non-Criminal
1,180984413,Burglary
6,180924657,Other Miscellaneous
1,180927623,Non-Criminal
1,180953515,Larceny Theft
1,180964170,Non-Criminal
1,180953587,Other Miscellaneous
1,186280075,Lost Property
1,180931721,Burglary
1,180927350,Offences Against The Family And Children
1,180952385,Motor Vehicle Theft
1,190008423,Malicious Mischief
1,180907534,Robbery
2,180924356,Missing Person
1,180958399,Burglary
2,180953521,Malicious Mischief
1,196000465,Lost Property
1,180945158,Larceny Theft
1,180962419,Warrant
2,180930325,Larceny Theft
1,186293608,Larceny Theft
1,196000506,Lost Property
1,186289419,Larceny Theft
1,189005448,Larceny Theft
1,180982263,Malicious Mischief
2,180920241,Other Miscellaneous
1,180985455,Larceny Theft
1,180962801,Recovered Vehicle
1,180953822,Offences Against The Family And Children
1,180958292,Larceny Theft
1,180913484,Larceny Theft
1,180937434,Assault
2,196015878,Larceny Theft
1,180966148,Larceny Theft
1,186297735,Larceny Theft
1,180913519,Other Miscellaneous
1,180962867,Lost Property
2,190020621,Sex Offense
1,180950050,Traffic Violation Arrest
1,180968508,Non-Criminal
1,186301831,Lost Property
1,186288364,Larceny Theft
1,186282463,Lost Property
1,180626897,Robbery
1,180869780,Missing Person
1,180976755,Larceny Theft
1,180916864,Larceny Theft
1,180962839,Motor Vehicle Theft
1,180958747,Motor Vehicle Theft
1,160169657,Fraud
1,180932503,Drug Offense
1,180970155,Assault
1,186284271,Fraud
1,180983330,Larceny Theft
4,180911977,Robbery
1,186294270,Larceny Theft
1,180919062,Larceny Theft
1,180966671,Recovered Vehicle
1,180947405,Traffic Violation Arrest
1,180952551,Other Miscellaneous
1,180960930,Assault
1,180972515,Arson
1,180975111,Malicious Mischief
1,180938125,Fraud
1,180934662,Motor Vehicle Theft
1,180967839,Larceny Theft
1,186285796,Larceny Theft
2,186297149,Lost Property
1,180908623,Assault
1,186293006,Larceny Theft
1,186283568,Larceny Theft
1,186295961,Larceny Theft
1,189005783,Liquor Laws
1,180926625,Assault
1,180972010,Non-Criminal
1,186286415,Larceny Theft
1,180979925,Larceny Theft
4,180968047,Larceny Theft
1,180977377,Missing Person
1,196001156,Larceny Theft
1,180950599,Warrant
1,196001269,Larceny Theft
1,180963332,Other
1,180982627,Larceny Theft
1,186291652,Lost Property
1,186295864,Larceny Theft
1,186284237,Larceny Theft
1,180981914,Recovered Vehicle
2,180930604,Larceny Theft
1,180907302,Offences Against The Family And Children
1,180957341,Fraud
1,180969744,Other Offenses
1,180925332,Other Miscellaneous
1,180943679,Larceny Theft
1,180913224,Non-Criminal
1,180972816,Other Miscellaneous
1,180921766,Malicious Mischief
2,180982865,Missing Person
1,180960184,Larceny Theft
1,180941554,Robbery
1,180943798,Recovered Vehicle
1,180981679,Larceny Theft
1,186293965,Larceny Theft
1,180917806,Recovered Vehicle
1,180935331,Courtesy Report
1,180946350,Larceny Theft
1,186292531,Larceny Theft
7,180965833,Missing Person
2,180908225,Other Miscellaneous
1,180957460,Traffic Violation Arrest
1,180915747,Larceny Theft
1,186294935,Larceny Theft
1,186284613,Lost Property
1,186299480,Malicious Mischief
1,180912793,Larceny Theft
1,180943378,Recovered Vehicle
1,180908093,Motor Vehicle Theft
1,186298993,Lost Property
1,180923938,Larceny Theft
1,180945863,Non-Criminal
1,180914783,Larceny Theft
1,180952614,Malicious Mischief
1,180957294,Burglary
1,180920508,Burglary
1,186290773,Larceny Theft
1,186294242,Larceny Theft
1,186294543,Malicious Mischief
1,186290024,Larceny Theft
1,180907738,Other Miscellaneous
1,180958979,Non-Criminal
2,180932020,Non-Criminal
1,180973886,Malicious Mischief
1,180923552,Other Miscellaneous
1,180932694,Malicious Mischief
1,180937280,Recovered Vehicle
1,186296072,Larceny Theft
1,180978284,Larceny Theft
1,180934311,Larceny Theft
1,180925570,Non-Criminal
1,180909693,Assault
1,180983857,Missing Person
1,180838531,Robbery
1,180914567,Larceny Theft
2,180969001,Burglary
1,190004277,Lost Property
2,180913666,Other Miscellaneous
1,180926669,Recovered Vehicle
1,186282441,Larceny Theft
1,180940625,Fire Report
1,180974163,Larceny Theft
1,180984269,Malicious Mischief
1,186285906,Larceny Theft
1,186297688,Larceny Theft
1,186282899,Larceny Theft
2,186290290,Larceny Theft
1,180653458,Assault
1,190019709,Miscellaneous Investigation
1,180945352,Non-Criminal
1,180290977,Larceny Theft
1,180978068,Malicious Mischief
1,180949116,Other Miscellaneous
1,180973046,Sex Offense
1,180916591,Malicious Mischief
1,180953402,Weapons Offense
1,180964045,Miscellaneous Investigation
1,180975616,Non-Criminal
1,186286142,Lost Property
1,186297638,Malicious Mischief
2,180927281,Larceny Theft
1,180934242,Non-Criminal
2,180927526,Disorderly Conduct
1,180979533,Fraud
1,180936721,Assault
1,180945879,Non-Criminal
2,180970434,Drug Offense
1,180953361,Missing Person
1,186294656,Larceny Theft
1,180952329,Assault
1,180915656,Burglary
1,180930137,Recovered Vehicle
1,180963144,Recovered Vehicle
1,180958571,Malicious Mischief
1,180967685,Larceny Theft
2,180972872,Larceny Theft
1,186282087,Malicious Mischief
1,180934781,Non-Criminal
1,180927996,Larceny Theft
1,180984786,Larceny Theft
1,186278600,Larceny Theft
1,186283756,Larceny Theft
1,180981823,Motor Vehicle Theft
1,180907675,Miscellaneous Investigation
1,186300548,Lost Property
1,186293410,Larceny Theft
1,180928659,Other Miscellaneous
1,186294220,Larceny Theft
1,180939979,Robbery
1,180826683,Warrant
1,180970111,Larceny Theft
1,180911347,Suspicious Occ
1,180937177,Recovered Vehicle
1,180959256,Suspicious Occ
2,180984394,Sex Offense
1,180915935,Non-Criminal
1,180952147,Offences Against The Family And Children
1,180984639,Other Offenses
1,180968285,Non-Criminal
1,180927225,Other
1,180939101,Other Miscellaneous
1,180961433,Non-Criminal
1,186281738,Larceny Theft
1,180946902,Larceny Theft
1,180963536,Assault
2,180950323,Burglary
1,180981425,Larceny Theft
1,180956490,Motor Vehicle Theft
1,186300833,Malicious Mischief
1,180970650,Other
1,180953236,Traffic Violation Arrest
1,190021679,Larceny Theft
1,186291533,Lost Property
1,180933410,Recovered Vehicle
1,180950787,Assault
1,186296931,Larceny Theft
1,186298498,Larceny Theft
1,180937967,Burglary
1,180956315,Warrant
1,186301405,Larceny Theft
1,186294662,Larceny Theft
1,180946219,Fraud
1,180981657,Larceny Theft
1,186277210,Larceny Theft
1,180977123,Larceny Theft
1,180919830,Other Miscellaneous
1,180959400,Assault
2,180953941,Drug Offense
1,186292070,Larceny Theft
1,196005318,Larceny Theft
1,186293404,Larceny Theft
1,180919012,Burglary
1,180919363,Non-Criminal
1,186279250,Lost Property
1,180932848,Lost Property
1,180924390,Assault
1,180934101,Offences Against The Family And Children
1,180975315,Traffic Violation Arrest
1,180978701,Malicious Mischief
1,196001366,Larceny Theft
1,180934480,Robbery
2,180924130,Missing Person
1,180970898,Traffic Violation Arrest
1,180977587,Larceny Theft
1,180928922,Other Miscellaneous
1,186295842,Lost Property
1,180930717,Embezzlement
1,186300639,Larceny Theft
1,180980552,Other Miscellaneous
1,180916422,Malicious Mischief
1,180926283,Assault
1,180951569,Larceny Theft
1,186298197,Lost Property
1,180973911,Warrant
1,180977355,Malicious Mischief
1,180944752,Larceny Theft
1,186287899,Larceny Theft
1,180970042,Malicious Mischief
1,180954438,Larceny Theft
1,180951581,Larceny Theft
2,186283201,Larceny Theft
1,180958418,Non-Criminal
1,186293777,Lost Property
1,180982887,Non-Criminal
1,180952200,Lost Property
1,180656985,Missing Person
1,180980041,Larceny Theft
1,180910753,Larceny Theft
1,180943867,Motor Vehicle Theft
1,180908021,Assault
1,186301740,Larceny Theft
1,180935842,Drug Offense
1,180928712,Traffic Violation Arrest
1,180963207,Assault
1,180977822,Larceny Theft
2,186286283,Larceny Theft
1,180976921,Non-Criminal
1,186298410,Larceny Theft
1,180984805,Assault
1,170215795,Warrant
1,186296345,Larceny Theft
1,180973682,Other Offenses
1,190034268,Fraud
1,180713698,Assault
1,180925796,Larceny Theft
1,180951973,Suspicious Occ
1,180966922,Larceny Theft
1,180958612,Other Miscellaneous
1,180907722,Other Miscellaneous
1,186298921,Malicious Mischief
1,180909251,Disorderly Conduct
1,180928154,Weapons Carrying Etc
1,196015373,Larceny Theft
1,180970042,Assault
1,186286192,Larceny Theft
1,180941106,Recovered Vehicle
2,180922708,Fraud
1,180841879,Warrant
1,180928938,Non-Criminal
1,180908350,Offences Against The Family And Children
1,180974317,Other Miscellaneous
1,186294850,Larceny Theft
1,186295319,Larceny Theft
1,180877727,Recovered Vehicle
1,180978654,Assault
1,180983001,Motor Vehicle Theft
1,180958888,Non-Criminal
1,180970531,Offences Against The Family And Children
1,180985079,Larceny Theft
1,180959604,Assault
1,180970553,Civil Sidewalks
1,180979050,Gambling
1,180910151,Non-Criminal
1,180970707,Recovered Vehicle
1,180977383,Motor Vehicle Theft
1,180913199,Other Miscellaneous
1,180963348,Other Miscellaneous
1,186299991,Larceny Theft
1,180943328,Motor Vehicle Theft
1,186288132,Larceny Theft
1,186286324,Larceny Theft
1,180961778,Motor Vehicle Theft
2,180930193,Other Offenses
1,180952880,Warrant
1,180954513,Larceny Theft
1,180940114,Larceny Theft
1,180964067,Other Miscellaneous
1,180971385,Other Miscellaneous
1,190009073,Larceny Theft
1,180962340,Warrant
1,180946996,Burglary
2,180932343,Arson
1,180935206,Drug Offense
1,180981782,Offences Against The Family And Children
1,186291345,Larceny Theft
1,180937666,Larceny Theft
1,180918224,Other Miscellaneous
1,180918070,Burglary
1,180961693,Non-Criminal
1,180906796,Suspicious Occ
1,180931953,Larceny Theft
1,186297804,Larceny Theft
2,180979696,Larceny Theft
1,180936179,Warrant
1,180931210,Larceny Theft
1,180966013,Larceny Theft
1,180955884,Non-Criminal
1,180933642,Larceny Theft
1,180913707,Drug Offense
1,180966831,Motor Vehicle Theft
1,180933006,Traffic Violation Arrest
1,186291715,Larceny Theft
1,186292832,Larceny Theft
1,180975280,Larceny Theft
2,180918014,Non-Criminal
1,186296533,Larceny Theft
1,180918951,Forgery And Counterfeiting
4,180928433,Drug Offense
1,180938545,Suspicious Occ
1,180978507,Assault
1,180919385,Non-Criminal
1,180961308,Weapons Offense
1,180982752,Larceny Theft
1,180983750,Burglary
1,180916961,Burglary
1,180963075,Malicious Mischief
1,190023603,Embezzlement
1,180934781,Other Miscellaneous
1,190009506,Lost Property
1,180906382,Missing Person
1,180728744,Burglary
1,186280780,Larceny Theft
1,180928847,Non-Criminal
1,180910355,Malicious Mischief
1,180922322,Recovered Vehicle
1,180937854,Malicious Mischief
1,180911648,Malicious Mischief
1,180932177,Drug Offense
2,180938874,Suspicious Occ
1,180907647,Recovered Vehicle
1,180916494,Other Miscellaneous
1,180910480,Non-Criminal
1,186289340,Larceny Theft
1,186295591,Lost Property
1,180975183,Non-Criminal
1,180975666,Assault
1,180976943,Recovered Vehicle
1,180913183,Other Miscellaneous
1,186283342,Larceny Theft
1,186293153,Larceny Theft
1,186280887,Larceny Theft
1,180949122,Other
1,186290535,Larceny Theft
1,180949451,Fraud
1,180919153,Non-Criminal
1,180926277,Larceny Theft
1,180962691,Other Miscellaneous
1,180977894,Non-Criminal
1,180935535,Robbery
1,180934214,Non-Criminal
1,180953004,Warrant
1,189005460,Offences Against The Family And Children
2,186277408,Larceny Theft
1,180985433,Fraud
1,186282695,Larceny Theft
1,180885281,Other Offenses
1,180964976,Motor Vehicle Theft
2,180946479,Larceny Theft
3,180913882,Drug Offense
1,186283922,Larceny Theft
1,180909198,Warrant
1,186291583,Lost Property
1,180976824,Other Offenses
1,180974828,Larceny Theft
2,180933799,Larceny Theft
1,180954911,Liquor Laws
1,190005009,Larceny Theft
1,180958446,Prostitution
1,180914028,Weapons Carrying Etc
1,180938915,Other Miscellaneous
1,180964409,Non-Criminal
1,180922526,Non-Criminal
1,180960350,Warrant
1,196002609,Larceny Theft
1,180934935,Assault
